"ID","precip","x","y"
2664,0.418831378221512,133.59375,-11.953125
2676,1.61380505561829,142.03125,-11.953125
2580,0.418831378221512,130.78125,-13.359375
2592,0.418831378221512,133.59375,-13.359375
2640,1.61380505561829,142.03125,-13.359375
2496,0.581022143363953,127.96875,-14.765625
2508,0.426507472991943,130.78125,-14.765625
2520,0.426507472991943,133.59375,-14.765625
2568,1.63851356506348,142.03125,-14.765625
2388,0.513042092323303,125.15625,-16.171875
2400,0.513042092323303,127.96875,-16.171875
2412,0.618860721588135,130.78125,-16.171875
2424,0.618860721588135,133.59375,-16.171875
2448,1.36427366733551,136.40625,-16.171875
2472,2.25766658782959,142.03125,-16.171875
2484,2.7043628692627,144.84375,-16.171875
2268,0.625725626945496,122.34375,-17.578125
2280,0.513042092323303,125.15625,-17.578125
2292,0.513042092323303,127.96875,-17.578125
2304,0.618860721588135,130.78125,-17.578125
2316,0.618860721588135,133.59375,-17.578125
2340,1.36427366733551,136.40625,-17.578125
2352,1.36427366733551,139.21875,-17.578125
2364,2.25766658782959,142.03125,-17.578125
2376,2.7043628692627,144.84375,-17.578125
2136,0.625725626945496,122.34375,-18.984375
2148,0.513042092323303,125.15625,-18.984375
2160,0.513042092323303,127.96875,-18.984375
2172,0.618860721588135,130.78125,-18.984375
2184,0.618860721588135,133.59375,-18.984375
2208,1.36427366733551,136.40625,-18.984375
2220,1.36427366733551,139.21875,-18.984375
2232,2.25766658782959,142.03125,-18.984375
2244,2.7043628692627,144.84375,-18.984375
1992,1.77236092090607,119.53125,-20.390625
2004,1.83000683784485,122.34375,-20.390625
2016,1.85882949829102,125.15625,-20.390625
2028,1.85882949829102,127.96875,-20.390625
2040,2.39416337013245,130.78125,-20.390625
2052,2.39416337013245,133.59375,-20.390625
2076,3.03509211540222,136.40625,-20.390625
2088,3.03509211540222,139.21875,-20.390625
2100,4.10945606231689,142.03125,-20.390625
2112,4.64663791656494,144.84375,-20.390625
2124,4.64663791656494,147.65625,-20.390625
1824,1.90083003044128,116.71875,-21.796875
1836,1.90083003044128,119.53125,-21.796875
1848,1.99794113636017,122.34375,-21.796875
1860,2.04649686813354,125.15625,-21.796875
1872,2.04649686813354,127.96875,-21.796875
1884,2.64172554016113,130.78125,-21.796875
1896,2.64172554016113,133.59375,-21.796875
1920,3.26808500289917,136.40625,-21.796875
1932,3.26808500289917,139.21875,-21.796875
1944,4.36768388748169,142.03125,-21.796875
1956,4.91748476028442,144.84375,-21.796875
1968,4.91748476028442,147.65625,-21.796875
1632,1.94280135631561,113.90625,-23.203125
